@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\testpattern.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_16b_32b.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_24b_32b.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_32b_16b.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_32b_24b.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\cmos_capture\CMOS_Capture_RGB565.v":59:8:59:21|Net cmos_vsync_end is not declared.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\gw_pll\gw_pll.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\gw_pll\pix_pll.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pll_75m\pll_75m.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pll_100M\pll_100M.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pll_24M\pll_24M.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pll_25m\pll_25m.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\syn_code\syn_gen.v":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_bus_arbiter.vp":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_frame_buffer.vp":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_frame_ctrl.vp":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_read_ctrl.vp":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\dma_write_ctrl.vp":2:8:2:11|Unrecognized synthesis directive name. Verify the correct directive name.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\vfb_test.v":53:7:53:14|Net row_flag is not declared.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pix2_pll\pix2_pll.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\vga_out\vga_mark_out.v":34:7:34:14|Net row_flag is not declared.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\vga_out\vga_mark_out.v":61:7:61:13|Net in_line is not declared.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\rgb2hsv_top.v":193:7:193:10|Net pick is not declared.
@W: CG289 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\line_buffer\img_matrix_3_3_16.v":6:24:6:31|Specified digits overflow the number's size
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\pll_36m\pll_36m.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\line_buffer\SHIFT_RAM_1Bit_1280.v":10:7:10:10|Net clkw is not declared.
@W: CG289 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\line_buffer\img_matrix_3_3_1.v":7:23:7:30|Specified digits overflow the number's size
@W: CG289 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\img_dilation.v":7:23:7:30|Specified digits overflow the number's size
@W: CG289 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\img_erosion.v":7:23:7:30|Specified digits overflow the number's size
@W: CG1337 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\box_calculator.v":35:7:35:14|Net row_flag is not declared.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sdp00\sdp00.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sdp01\sdp01.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sdp_256_8\sdp_256_8.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\dp_256_32\dp_256_32.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CL260 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sccb\I2C_OV5640_Init_RGB565.v":102:0:102:5|Pruning register bit 39 of i2c_data[39:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL279 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sccb\I2C_OV5640_Init_RGB565.v":102:0:102:5|Pruning register bits 34 to 33 of i2c_data[39:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL279 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\sccb\I2C_OV5640_Init_RGB565.v":102:0:102:5|Pruning register bits 31 to 24 of i2c_data[39:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL169 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\uart_threshold_set\uart_byte_rx.v":138:1:138:6|Pruning unused register STOP_BIT[2:0]. Make sure that there are no unused intermediate registers.
@W: CS263 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\frame_buffer\vfb_top.v":129:21:129:35|Port-width mismatch for port dma_base_addr_i. The port definition is 21 bits, but the actual port connection bit width is 32. Adjust either the definition or the instantiation of this port.
@W: CL168 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\psram_memory_interface\psram_memory_interface.v":13942:6:13942:11|Removing instance GND_cZ because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\SR_800_16\SR_800_16.v":492:6:492:11|Removing instance GND_cZ because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL271 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\gauss_filter_5_5.v":196:0:196:5|Pruning unused bits 21 to 16 of r_s[21:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL271 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\gauss_filter_5_5.v":196:0:196:5|Pruning unused bits 7 to 0 of r_s[21:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL271 :"E:\gowin_projects\myproj\myproj_blue2_ircon\src\img_filter\gauss_filter_5_5.v":196:0:196:5|Pruning unused bits 21 to 16 of g_s[21:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
